//U6O MapEdit Full Export V1.23
//house costs
patchx=0; patchy=0; //always 0 so far

housenumber=65535;//Non house tiles
BTset(1050,971,210);
BTset(1051,971,210);
BTset(1052,971,210);
BTset(1053,971,145);
BTset(1055,971,145);
BTset(1056,971,210);
BTset(1057,971,210);
BTset(1058,971,210);
BTset(1059,971,145);
BTset(1060,971,145);
BTset(1061,971,210);
BTset(1062,971,210);
BTset(1063,971,210);
BTset(1064,971,145);
BTset(1065,971,145);
BTset(1066,971,210);
BTset(1067,971,210);
BTset(1068,971,210);
BTset(1069,971,145);
BTset(1071,971,145);
BTset(1072,971,210);
BTset(1073,971,210);
BTset(1074,971,210);
BTset(1075,971,157);
BTset(1076,971,144);
BTset(1077,971,144);
BTset(1078,971,144);
BTset(1079,971,144);
BTset(1080,971,144);
BTset(1081,971,144);
BTset(1082,971,144);
BTset(1083,971,144);
BTset(1084,971,144);
BTset(1085,971,144);
BTset(1086,971,144);
BTset(1087,971,144);
BTset(1088,971,144);
BTset(1089,971,144);
BTset(1090,971,144);
BTset(1091,971,156);
BTset(1092,971,210);
BTset(1093,971,210);
BTset(1094,971,210);
BTset(1095,971,146);
BTset(1096,971,144);
BTset(1097,971,144);
BTset(1098,971,144);
BTset(1099,971,144);
BTset(1100,971,144);
BTset(1101,971,144);
BTset(1102,971,144);
BTset(1103,971,144);
BTset(1104,971,144);
BTset(1105,971,144);
BTset(1106,971,144);
BTset(1107,971,144);
BTset(1108,971,144);
BTset(1109,971,144);
BTset(1110,971,144);
BTset(1111,971,144);
BTset(1112,971,144);
BTset(1113,971,144);
BTset(1114,971,144);
BTset(1115,971,144);
BTset(1116,971,144);
BTset(1117,971,145);
BTset(1118,971,210);
BTset(1119,971,210);
BTset(1120,971,210);
BTset(1121,971,210);
BTset(1122,971,210);
BTset(1123,971,210);
BTset(1124,971,210);
BTset(1125,971,210);
BTset(1126,971,210);
BTset(1127,971,210);
BTset(1128,971,210);
BTset(1129,971,210);
BTset(1130,971,210);
BTset(1131,971,210);
BTset(1132,971,210);
BTset(1133,971,210);
BTset(1134,971,210);
BTset(1135,971,210);
BTset(1136,971,210);
BTset(1137,971,210);
BTset(1138,971,210);
BTset(1139,971,210);
BTset(1140,971,145);
BTset(1141,971,210);
BTset(1142,971,210);
BTset(1143,971,210);
BTset(1144,971,145);
BTset(1146,971,247);
BTset(1147,971,111);
BTset(1148,971,109);
BTset(1149,971,111);
BTset(1150,971,243);
BTset(1151,971,247);
BTset(1152,971,108);
BTset(1153,971,243);
BTset(1154,971,246);
BTset(1155,971,245);
BTset(1156,971,249);
BTset(1157,971,111);
BTset(1158,971,251);
BTset(1159,971,242);
BTset(1160,971,240);
BTset(1161,971,250);
BTset(1162,971,108);
BTset(1163,971,108);
BTset(1164,971,248);
BTset(1165,971,244);
BTset(1188,971,247);
BTset(1189,971,85);
BTset(1190,971,24);
BTset(1191,971,19);
BTset(1192,971,13);
BTset(1193,971,39);
BTset(1194,971,43);
BTset(1195,971,3);
BTset(1196,971,3);
BTset(1197,971,3);
BTset(1198,971,3);
BTset(1199,971,2);
BTset(1200,971,1);
BTset(1201,971,86);
BTset(1202,971,109);
BTset(1203,971,108);
BTset(1204,971,109);
BTset(1205,971,111);
BTset(1206,971,29);
BTset(1207,971,12);
BTset(1208,971,47);
BTset(1209,971,108);
BTset(1210,971,108);
BTset(1211,971,108);
BTset(1212,971,108);
BTset(1213,971,108);
BTset(1214,971,248);
BTset(1215,971,245);
BTset(1216,971,245);
BTset(1217,971,244);
BTset(1265,971,1);
BTset(1266,971,1);
BTset(1024,972,145);
BTset(1025,972,210);
BTset(1026,972,210);
BTset(1027,972,210);
BTset(1028,972,145);
BTset(1029,972,210);
BTset(1030,972,210);
BTset(1031,972,210);
BTset(1032,972,145);
BTset(1033,972,145);
BTset(1034,972,210);
BTset(1035,972,210);
BTset(1036,972,210);
BTset(1037,972,210);
BTset(1038,972,210);
BTset(1039,972,210);
BTset(1040,972,210);
BTset(1041,972,210);
BTset(1042,972,145);
BTset(1045,972,145);
BTset(1046,972,210);
BTset(1047,972,210);
BTset(1048,972,210);
BTset(1049,972,145);
BTset(1050,972,210);
BTset(1051,972,210);
BTset(1052,972,210);
BTset(1053,972,145);
BTset(1055,972,145);
BTset(1056,972,210);
BTset(1057,972,210);
BTset(1058,972,210);
BTset(1059,972,145);
BTset(1060,972,145);
BTset(1061,972,210);
BTset(1062,972,210);
BTset(1063,972,210);
BTset(1064,972,145);
BTset(1065,972,145);
BTset(1066,972,210);
BTset(1067,972,210);
BTset(1068,972,210);
BTset(1069,972,145);
BTset(1071,972,145);
BTset(1072,972,210);
BTset(1073,972,210);
BTset(1074,972,210);
BTset(1075,972,210);
BTset(1076,972,210);
BTset(1077,972,210);
BTset(1078,972,210);
BTset(1079,972,210);
BTset(1080,972,210);
BTset(1081,972,210);
BTset(1082,972,210);
BTset(1083,972,210);
BTset(1084,972,210);
BTset(1085,972,210);
BTset(1086,972,210);
BTset(1087,972,210);
BTset(1088,972,210);
BTset(1089,972,210);
BTset(1090,972,210);
BTset(1091,972,145);
BTset(1092,972,210);
BTset(1093,972,210);
BTset(1094,972,210);
BTset(1095,972,145);
BTset(1117,972,145);
BTset(1118,972,210);
BTset(1119,972,210);
BTset(1120,972,210);
BTset(1121,972,210);
BTset(1122,972,210);
BTset(1123,972,210);
BTset(1124,972,210);
BTset(1125,972,210);
BTset(1126,972,210);
BTset(1127,972,210);
BTset(1128,972,210);
BTset(1129,972,210);
BTset(1130,972,210);
BTset(1131,972,210);
BTset(1132,972,210);
BTset(1133,972,210);
BTset(1134,972,210);
BTset(1135,972,210);
BTset(1136,972,210);
BTset(1137,972,210);
BTset(1138,972,210);
BTset(1139,972,210);
BTset(1140,972,145);
BTset(1141,972,210);
BTset(1142,972,210);
BTset(1143,972,210);
BTset(1144,972,145);
BTset(1146,972,247);
BTset(1147,972,108);
BTset(1148,972,108);
BTset(1149,972,110);
BTset(1150,972,243);
BTset(1151,972,247);
BTset(1152,972,109);
BTset(1153,972,251);
BTset(1154,972,241);
BTset(1155,972,242);
BTset(1156,972,247);
BTset(1157,972,108);
BTset(1158,972,108);
BTset(1159,972,251);
BTset(1160,972,250);
BTset(1161,972,108);
BTset(1162,972,108);
BTset(1163,972,108);
BTset(1164,972,243);
BTset(1188,972,246);
BTset(1189,972,245);
BTset(1190,972,245);
BTset(1191,972,245);
BTset(1192,972,245);
BTset(1193,972,245);
BTset(1194,972,245);
BTset(1195,972,249);
BTset(1196,972,2);
BTset(1197,972,2);
BTset(1198,972,248);
BTset(1199,972,245);
BTset(1200,972,245);
BTset(1201,972,245);
BTset(1202,972,245);
BTset(1203,972,245);
BTset(1204,972,249);
BTset(1205,972,108);
BTset(1206,972,29);
BTset(1207,972,12);
BTset(1208,972,47);
BTset(1209,972,108);
BTset(1210,972,111);
BTset(1211,972,108);
BTset(1212,972,111);
BTset(1213,972,108);
BTset(1214,972,251);
BTset(1215,972,242);
BTset(1024,973,145);
BTset(1025,973,210);
BTset(1026,973,210);
BTset(1027,973,210);
BTset(1028,973,145);
BTset(1029,973,210);
BTset(1030,973,210);
BTset(1031,973,210);
BTset(1032,973,145);
BTset(1033,973,145);
BTset(1034,973,210);
BTset(1035,973,210);
BTset(1036,973,210);
BTset(1037,973,210);
BTset(1038,973,210);
BTset(1039,973,210);
BTset(1040,973,210);
BTset(1041,973,210);
BTset(1042,973,146);
BTset(1043,973,144);
BTset(1044,973,144);
BTset(1045,973,144);
BTset(1046,973,210);
BTset(1047,973,210);
BTset(1048,973,144);
BTset(1049,973,145);
BTset(1050,973,210);
BTset(1051,973,210);
BTset(1052,973,210);
BTset(1053,973,145);
BTset(1055,973,145);
BTset(1056,973,210);
BTset(1057,973,210);
BTset(1058,973,210);
BTset(1059,973,145);
BTset(1060,973,145);
BTset(1061,973,210);
BTset(1062,973,210);
BTset(1063,973,210);
BTset(1064,973,145);
BTset(1065,973,145);
BTset(1066,973,210);
BTset(1067,973,210);
BTset(1068,973,210);
BTset(1069,973,145);
BTset(1071,973,145);
BTset(1072,973,210);
BTset(1073,973,210);
BTset(1074,973,210);
BTset(1075,973,210);
BTset(1076,973,210);
BTset(1077,973,210);
BTset(1078,973,210);
BTset(1079,973,210);
BTset(1080,973,210);
BTset(1081,973,210);
BTset(1082,973,210);
BTset(1083,973,210);
BTset(1084,973,210);
BTset(1085,973,210);
BTset(1086,973,210);
BTset(1087,973,210);
BTset(1088,973,210);
BTset(1089,973,210);
BTset(1090,973,210);
BTset(1091,973,145);
BTset(1092,973,210);
BTset(1093,973,210);
BTset(1094,973,210);
BTset(1095,973,145);
BTset(1106,973,146);
BTset(1107,973,144);
BTset(1108,973,144);
BTset(1109,973,144);
BTset(1110,973,144);
BTset(1111,973,144);
BTset(1112,973,144);
BTset(1113,973,144);
BTset(1114,973,144);
BTset(1115,973,144);
BTset(1116,973,144);
BTset(1117,973,144);
BTset(1118,973,144);
BTset(1119,973,144);
BTset(1120,973,144);
BTset(1121,973,144);
BTset(1122,973,144);
BTset(1123,973,144);
BTset(1124,973,144);
BTset(1125,973,144);
BTset(1126,973,144);
BTset(1127,973,144);
BTset(1128,973,144);
BTset(1129,973,144);
BTset(1130,973,144);
BTset(1131,973,144);
BTset(1132,973,144);
BTset(1133,973,144);
BTset(1134,973,144);
BTset(1135,973,144);
BTset(1136,973,144);
BTset(1137,973,144);
BTset(1138,973,144);
BTset(1139,973,144);
BTset(1140,973,149);
BTset(1141,973,210);
BTset(1142,973,210);
BTset(1143,973,210);
BTset(1144,973,145);
BTset(1145,973,240);
BTset(1146,973,250);
BTset(1147,973,108);
BTset(1148,973,109);
BTset(1149,973,108);
BTset(1150,973,243);
BTset(1151,973,247);
BTset(1152,973,109);
BTset(1153,973,108);
BTset(1154,973,110);
BTset(1155,973,243);
BTset(1156,973,246);
BTset(1157,973,249);
BTset(1158,973,110);
BTset(1159,973,108);
BTset(1160,973,110);
BTset(1161,973,108);
BTset(1162,973,108);
BTset(1163,973,111);
BTset(1164,973,243);
BTset(1195,973,246);
BTset(1196,973,245);
BTset(1197,973,245);
BTset(1198,973,244);
BTset(1204,973,246);
BTset(1205,973,249);
BTset(1206,973,29);
BTset(1207,973,12);
BTset(1208,973,47);
BTset(1209,973,248);
BTset(1210,973,245);
BTset(1211,973,245);
BTset(1212,973,249);
BTset(1213,973,108);
BTset(1214,973,108);
BTset(1215,973,243);
BTset(1024,974,145);
BTset(1025,974,210);
BTset(1026,974,210);
BTset(1027,974,210);
BTset(1028,974,145);
BTset(1029,974,210);
BTset(1030,974,210);
BTset(1031,974,210);
BTset(1032,974,145);
BTset(1033,974,145);
BTset(1034,974,210);
BTset(1035,974,210);
BTset(1036,974,210);
BTset(1037,974,210);
BTset(1038,974,210);
BTset(1039,974,210);
BTset(1040,974,210);
BTset(1041,974,210);
BTset(1042,974,210);
BTset(1043,974,210);
BTset(1044,974,210);
BTset(1045,974,210);
BTset(1046,974,210);
BTset(1047,974,210);
BTset(1048,974,210);
BTset(1049,974,145);
BTset(1050,974,210);
BTset(1051,974,210);
BTset(1052,974,210);
BTset(1053,974,157);
BTset(1054,974,146);
BTset(1055,974,149);
BTset(1056,974,210);
BTset(1057,974,210);
BTset(1058,974,210);
BTset(1059,974,145);
BTset(1060,974,145);
BTset(1061,974,210);
BTset(1062,974,210);
BTset(1063,974,210);
BTset(1064,974,145);
BTset(1065,974,145);
BTset(1066,974,210);
BTset(1067,974,210);
BTset(1068,974,210);
BTset(1069,974,145);
BTset(1071,974,155);
BTset(1072,974,144);
BTset(1073,974,144);
BTset(1074,974,144);
BTset(1075,974,144);
BTset(1076,974,144);
BTset(1077,974,144);
BTset(1078,974,144);
BTset(1079,974,144);
BTset(1080,974,144);
BTset(1081,974,144);
BTset(1082,974,144);
BTset(1083,974,144);
BTset(1084,974,144);
BTset(1085,974,144);
BTset(1086,974,144);
BTset(1087,974,144);
BTset(1088,974,156);
BTset(1089,974,210);
BTset(1090,974,210);
BTset(1091,974,145);
BTset(1092,974,210);
BTset(1093,974,210);
BTset(1094,974,210);
BTset(1095,974,145);
BTset(1106,974,145);
BTset(1107,974,210);
BTset(1108,974,210);
BTset(1109,974,210);
BTset(1110,974,210);
BTset(1111,974,210);
BTset(1112,974,210);
BTset(1113,974,210);
BTset(1114,974,210);
BTset(1115,974,210);
BTset(1116,974,210);
BTset(1117,974,210);
BTset(1118,974,210);
BTset(1119,974,210);
BTset(1120,974,210);
BTset(1121,974,210);
BTset(1122,974,210);
BTset(1123,974,210);
BTset(1124,974,210);
BTset(1125,974,210);
BTset(1126,974,210);
BTset(1127,974,210);
BTset(1128,974,210);
BTset(1129,974,210);
BTset(1130,974,210);
BTset(1131,974,210);
BTset(1132,974,210);
BTset(1133,974,210);
BTset(1134,974,210);
BTset(1135,974,210);
BTset(1136,974,210);
BTset(1137,974,210);
BTset(1138,974,210);
BTset(1139,974,210);
BTset(1140,974,210);
BTset(1141,974,210);
BTset(1142,974,210);
BTset(1143,974,210);
BTset(1144,974,145);
BTset(1145,974,247);
BTset(1146,974,109);
BTset(1147,974,110);
BTset(1148,974,108);
BTset(1149,974,109);
BTset(1150,974,243);
BTset(1151,974,247);
BTset(1152,974,108);
BTset(1153,974,109);
BTset(1154,974,108);
BTset(1155,974,243);
BTset(1157,974,246);
BTset(1158,974,249);
BTset(1159,974,111);
BTset(1160,974,108);
BTset(1161,974,109);
BTset(1162,974,108);
BTset(1163,974,248);
BTset(1164,974,244);
BTset(1205,974,247);
BTset(1206,974,29);
BTset(1207,974,12);
BTset(1208,974,248);
BTset(1209,974,244);
BTset(1212,974,247);
BTset(1213,974,109);
BTset(1214,974,108);
BTset(1215,974,251);
BTset(1216,974,242);
BTset(1024,975,145);
BTset(1025,975,210);
BTset(1026,975,210);
BTset(1027,975,210);
BTset(1028,975,145);
BTset(1029,975,210);
BTset(1030,975,210);
BTset(1031,975,210);
BTset(1032,975,145);
BTset(1033,975,145);
BTset(1034,975,210);
BTset(1035,975,210);
BTset(1036,975,210);
BTset(1037,975,210);
BTset(1038,975,210);
BTset(1039,975,210);
BTset(1040,975,210);
BTset(1041,975,210);
BTset(1042,975,210);
BTset(1043,975,210);
BTset(1044,975,210);
BTset(1045,975,210);
BTset(1046,975,210);
BTset(1047,975,210);
BTset(1048,975,210);
BTset(1049,975,145);
BTset(1050,975,210);
BTset(1051,975,210);
BTset(1052,975,210);
BTset(1053,975,210);
BTset(1054,975,210);
BTset(1055,975,210);
BTset(1056,975,210);
BTset(1057,975,210);
BTset(1058,975,210);
BTset(1059,975,145);
BTset(1060,975,145);
BTset(1061,975,210);
BTset(1062,975,210);
BTset(1063,975,210);
BTset(1064,975,145);
BTset(1065,975,145);
BTset(1066,975,210);
BTset(1067,975,210);
BTset(1068,975,210);
BTset(1069,975,157);
BTset(1070,975,144);
BTset(1071,975,144);
BTset(1072,975,144);
BTset(1073,975,144);
BTset(1074,975,144);
BTset(1075,975,144);
BTset(1076,975,144);
BTset(1077,975,144);
BTset(1078,975,154);
BTset(1088,975,145);
BTset(1089,975,210);
BTset(1090,975,210);
BTset(1091,975,145);
BTset(1092,975,210);
BTset(1093,975,210);
BTset(1094,975,210);
BTset(1095,975,145);
BTset(1106,975,145);
BTset(1107,975,210);
BTset(1108,975,210);
BTset(1109,975,210);
BTset(1110,975,210);
BTset(1111,975,210);
BTset(1112,975,210);
BTset(1113,975,210);
BTset(1114,975,210);
BTset(1115,975,210);
BTset(1116,975,210);
BTset(1117,975,210);
BTset(1118,975,210);
BTset(1119,975,210);
BTset(1120,975,210);
BTset(1121,975,210);
BTset(1122,975,210);
BTset(1123,975,210);
BTset(1124,975,210);
BTset(1125,975,210);
BTset(1126,975,210);
BTset(1127,975,210);
BTset(1128,975,210);
BTset(1129,975,210);
BTset(1130,975,210);
BTset(1131,975,210);
BTset(1132,975,210);
BTset(1133,975,210);
BTset(1134,975,210);
BTset(1135,975,210);
BTset(1136,975,210);
BTset(1137,975,210);
BTset(1138,975,210);
BTset(1139,975,210);
BTset(1140,975,210);
BTset(1141,975,210);
BTset(1142,975,210);
BTset(1143,975,210);
BTset(1144,975,145);
BTset(1145,975,247);
BTset(1146,975,108);
BTset(1147,975,108);
BTset(1148,975,111);
BTset(1149,975,108);
BTset(1150,975,243);
BTset(1151,975,247);
BTset(1152,975,109);
BTset(1153,975,110);
BTset(1154,975,108);
BTset(1155,975,243);
BTset(1157,975,240);
BTset(1158,975,250);
BTset(1159,975,108);
BTset(1160,975,110);
BTset(1161,975,108);
BTset(1162,975,108);
BTset(1163,975,243);
BTset(1205,975,246);
BTset(1206,975,245);
BTset(1207,975,245);
BTset(1208,975,244);
BTset(1212,975,247);
BTset(1213,975,109);
BTset(1214,975,108);
BTset(1215,975,108);
BTset(1216,975,243);
BTset(1024,976,145);
BTset(1025,976,210);
BTset(1026,976,210);
BTset(1027,976,210);
BTset(1028,976,145);
BTset(1029,976,210);
BTset(1030,976,210);
BTset(1031,976,210);
BTset(1032,976,145);
BTset(1033,976,145);
BTset(1034,976,210);
BTset(1035,976,210);
BTset(1036,976,210);
BTset(1037,976,210);
BTset(1038,976,210);
BTset(1039,976,210);
BTset(1040,976,210);
BTset(1041,976,210);
BTset(1042,976,145);
BTset(1043,976,210);
BTset(1044,976,210);
BTset(1045,976,210);
BTset(1046,976,210);
BTset(1047,976,210);
BTset(1048,976,210);
BTset(1049,976,145);
BTset(1050,976,210);
BTset(1051,976,210);
BTset(1052,976,210);
BTset(1053,976,210);
BTset(1054,976,210);
BTset(1055,976,210);
BTset(1056,976,210);
BTset(1057,976,210);
BTset(1058,976,210);
BTset(1059,976,145);
BTset(1060,976,145);
BTset(1061,976,210);
BTset(1062,976,210);
BTset(1063,976,210);
BTset(1064,976,145);
BTset(1065,976,145);
BTset(1066,976,210);
BTset(1067,976,210);
BTset(1068,976,210);
BTset(1069,976,210);
BTset(1070,976,210);
BTset(1071,976,210);
BTset(1072,976,210);
BTset(1073,976,210);
BTset(1074,976,210);
BTset(1075,976,210);
BTset(1076,976,210);
BTset(1077,976,210);
BTset(1078,976,145);
BTset(1079,976,146);
BTset(1080,976,144);
BTset(1081,976,144);
BTset(1082,976,144);
BTset(1083,976,144);
BTset(1084,976,144);
BTset(1085,976,144);
BTset(1086,976,144);
BTset(1087,976,144);
BTset(1088,976,149);
BTset(1089,976,210);
BTset(1090,976,210);
BTset(1091,976,145);
BTset(1092,976,210);
BTset(1093,976,210);
BTset(1094,976,210);
BTset(1095,976,145);
BTset(1106,976,145);
BTset(1107,976,210);
BTset(1108,976,210);
BTset(1109,976,210);
BTset(1110,976,210);
BTset(1111,976,210);
BTset(1112,976,210);
BTset(1113,976,210);
BTset(1114,976,210);
BTset(1115,976,210);
BTset(1116,976,210);
BTset(1117,976,210);
BTset(1118,976,210);
BTset(1119,976,210);
BTset(1120,976,210);
BTset(1121,976,210);
BTset(1122,976,210);
BTset(1123,976,210);
BTset(1124,976,210);
BTset(1125,976,210);
BTset(1126,976,210);
BTset(1127,976,210);
BTset(1128,976,210);
BTset(1129,976,210);
BTset(1130,976,210);
BTset(1131,976,210);
BTset(1132,976,210);
BTset(1133,976,210);
BTset(1134,976,210);
BTset(1135,976,210);
BTset(1136,976,210);
BTset(1137,976,210);
BTset(1138,976,210);
BTset(1139,976,210);
BTset(1140,976,210);
BTset(1141,976,210);
BTset(1142,976,210);
BTset(1143,976,210);
BTset(1144,976,145);
BTset(1145,976,247);
BTset(1146,976,110);
BTset(1147,976,109);
BTset(1148,976,110);
BTset(1149,976,109);
BTset(1150,976,243);
BTset(1151,976,246);
BTset(1152,976,249);
BTset(1153,976,108);
BTset(1154,976,109);
BTset(1155,976,243);
BTset(1156,976,240);
BTset(1157,976,250);
BTset(1158,976,108);
BTset(1159,976,109);
BTset(1160,976,108);
BTset(1161,976,111);
BTset(1162,976,248);
BTset(1163,976,244);
BTset(1212,976,246);
BTset(1213,976,249);
BTset(1214,976,108);
BTset(1215,976,111);
BTset(1216,976,243);
BTset(1265,976,1);
BTset(1266,976,1);
BTset(1024,977,145);
BTset(1025,977,210);
BTset(1026,977,210);
BTset(1027,977,210);
BTset(1028,977,145);
BTset(1029,977,210);
BTset(1030,977,210);
BTset(1031,977,210);
BTset(1032,977,145);
BTset(1033,977,145);
BTset(1034,977,210);
BTset(1035,977,210);
BTset(1036,977,210);
BTset(1037,977,210);
BTset(1038,977,210);
BTset(1039,977,210);
BTset(1040,977,210);
BTset(1041,977,210);
BTset(1042,977,146);
BTset(1043,977,144);
BTset(1044,977,144);
BTset(1045,977,156);
BTset(1046,977,210);
BTset(1047,977,210);
BTset(1048,977,210);
BTset(1049,977,145);
BTset(1050,977,210);
BTset(1051,977,210);
BTset(1052,977,210);
BTset(1053,977,210);
BTset(1054,977,145);
BTset(1055,977,210);
BTset(1056,977,210);
BTset(1057,977,210);
BTset(1058,977,210);
BTset(1059,977,145);
BTset(1060,977,145);
BTset(1061,977,210);
BTset(1062,977,210);
BTset(1063,977,210);
BTset(1064,977,145);
BTset(1065,977,145);
BTset(1066,977,210);
BTset(1067,977,210);
BTset(1068,977,210);
BTset(1069,977,210);
BTset(1070,977,210);
BTset(1071,977,210);
BTset(1072,977,210);
BTset(1073,977,210);
BTset(1074,977,210);
BTset(1075,977,210);
BTset(1076,977,210);
BTset(1077,977,210);
BTset(1078,977,145);
BTset(1079,977,145);
BTset(1080,977,210);
BTset(1081,977,210);
BTset(1082,977,210);
BTset(1083,977,210);
BTset(1084,977,210);
BTset(1085,977,210);
BTset(1086,977,210);
BTset(1087,977,210);
BTset(1088,977,210);
BTset(1089,977,210);
BTset(1090,977,210);
BTset(1091,977,145);
BTset(1092,977,210);
BTset(1093,977,210);
BTset(1094,977,210);
BTset(1095,977,145);
BTset(1106,977,145);
BTset(1107,977,210);
BTset(1108,977,210);
BTset(1109,977,210);
BTset(1110,977,146);
BTset(1111,977,144);
BTset(1112,977,144);
BTset(1113,977,144);
BTset(1114,977,144);
BTset(1115,977,144);
BTset(1116,977,144);
BTset(1117,977,144);
BTset(1118,977,144);
BTset(1119,977,144);
BTset(1120,977,144);
BTset(1121,977,144);
BTset(1122,977,144);
BTset(1123,977,144);
BTset(1124,977,144);
BTset(1125,977,144);
BTset(1126,977,144);
BTset(1127,977,144);
BTset(1128,977,144);
BTset(1129,977,144);
BTset(1130,977,144);
BTset(1131,977,144);
BTset(1132,977,144);
BTset(1133,977,144);
BTset(1134,977,144);
BTset(1135,977,144);
BTset(1136,977,144);
BTset(1137,977,144);
BTset(1138,977,144);
BTset(1139,977,144);
BTset(1140,977,144);
BTset(1141,977,144);
BTset(1142,977,144);
BTset(1143,977,144);
BTset(1144,977,149);
BTset(1145,977,246);
BTset(1146,977,249);
BTset(1147,977,108);
BTset(1148,977,111);
BTset(1149,977,108);
BTset(1150,977,251);
BTset(1151,977,242);
BTset(1152,977,247);
BTset(1153,977,108);
BTset(1154,977,108);
BTset(1155,977,243);
BTset(1156,977,247);
BTset(1157,977,108);
BTset(1158,977,109);
BTset(1159,977,110);
BTset(1160,977,108);
BTset(1161,977,248);
BTset(1162,977,244);
BTset(1214,977,109);
BTset(1215,977,108);
BTset(1265,977,1);
BTset(1266,977,1);
BTset(1024,978,145);
BTset(1025,978,210);
BTset(1026,978,210);
BTset(1027,978,210);
BTset(1028,978,146);
BTset(1029,978,210);
BTset(1030,978,210);
BTset(1031,978,144);
BTset(1032,978,145);
BTset(1033,978,145);
BTset(1034,978,210);
BTset(1035,978,210);
BTset(1036,978,210);
BTset(1037,978,210);
BTset(1038,978,210);
BTset(1039,978,210);
BTset(1040,978,210);
BTset(1041,978,210);
BTset(1042,978,145);
BTset(1045,978,145);
BTset(1046,978,210);
BTset(1047,978,210);
BTset(1048,978,210);
BTset(1049,978,146);
BTset(1050,978,144);
BTset(1051,978,144);
BTset(1052,978,144);
BTset(1053,978,144);
BTset(1054,978,144);
BTset(1055,978,144);
BTset(1056,978,144);
BTset(1057,978,144);
BTset(1058,978,144);
BTset(1059,978,149);
BTset(1060,978,145);
BTset(1061,978,210);
BTset(1062,978,210);
BTset(1063,978,210);
BTset(1064,978,145);
BTset(1065,978,145);
BTset(1066,978,210);
BTset(1067,978,210);
BTset(1068,978,210);
BTset(1069,978,210);
BTset(1070,978,210);
BTset(1071,978,210);
BTset(1072,978,210);
BTset(1073,978,210);
BTset(1074,978,210);
BTset(1075,978,210);
BTset(1076,978,210);
BTset(1077,978,210);
BTset(1078,978,145);
BTset(1079,978,145);
BTset(1080,978,210);
BTset(1081,978,210);
BTset(1082,978,210);
BTset(1083,978,210);
BTset(1084,978,210);
BTset(1085,978,210);
BTset(1086,978,210);
BTset(1087,978,210);
BTset(1088,978,210);
BTset(1089,978,210);
BTset(1090,978,210);
BTset(1091,978,145);
BTset(1092,978,210);
BTset(1093,978,210);
BTset(1094,978,210);
BTset(1095,978,145);
BTset(1106,978,145);
BTset(1107,978,210);
BTset(1108,978,210);
BTset(1109,978,210);
BTset(1110,978,145);
BTset(1131,978,146);
BTset(1132,978,144);
BTset(1133,978,144);
BTset(1134,978,144);
BTset(1135,978,144);
BTset(1136,978,144);
BTset(1137,978,144);
BTset(1138,978,144);
BTset(1139,978,144);
BTset(1140,978,144);
BTset(1141,978,144);
BTset(1142,978,144);
BTset(1143,978,144);
BTset(1144,978,154);
BTset(1146,978,247);
BTset(1147,978,110);
BTset(1148,978,108);
BTset(1149,978,109);
BTset(1150,978,108);
BTset(1151,978,243);
BTset(1152,978,247);
BTset(1153,978,109);
BTset(1154,978,110);
BTset(1155,978,243);
BTset(1156,978,247);
BTset(1157,978,109);
BTset(1158,978,110);
BTset(1159,978,111);
BTset(1160,978,248);
BTset(1161,978,244);
BTset(1024,979,145);
BTset(1025,979,210);
BTset(1026,979,210);
BTset(1027,979,210);
BTset(1028,979,145);
BTset(1029,979,210);
BTset(1030,979,210);
BTset(1031,979,210);
BTset(1032,979,145);
BTset(1033,979,145);
BTset(1034,979,210);
BTset(1035,979,210);
BTset(1036,979,210);
BTset(1037,979,210);
BTset(1038,979,210);
BTset(1039,979,210);
BTset(1040,979,210);
BTset(1041,979,210);
BTset(1042,979,145);
BTset(1045,979,145);
BTset(1046,979,210);
BTset(1047,979,210);
BTset(1048,979,210);
BTset(1049,979,157);
BTset(1050,979,144);
BTset(1051,979,144);
BTset(1052,979,144);
BTset(1053,979,154);
BTset(1060,979,145);
BTset(1061,979,210);
BTset(1062,979,210);
BTset(1063,979,210);
BTset(1064,979,145);
BTset(1065,979,155);
BTset(1066,979,144);
BTset(1067,979,144);
BTset(1068,979,144);
BTset(1069,979,144);
BTset(1070,979,144);
BTset(1071,979,144);
BTset(1072,979,144);
BTset(1073,979,144);
BTset(1074,979,156);
BTset(1075,979,210);
BTset(1076,979,210);
BTset(1077,979,210);
BTset(1078,979,145);
BTset(1079,979,145);
BTset(1080,979,210);
BTset(1081,979,210);
BTset(1082,979,210);
BTset(1083,979,146);
BTset(1084,979,146);
BTset(1085,979,144);
BTset(1086,979,144);
BTset(1087,979,144);
BTset(1088,979,144);
BTset(1089,979,144);
BTset(1090,979,144);
BTset(1091,979,149);
BTset(1092,979,210);
BTset(1093,979,210);
BTset(1094,979,210);
BTset(1095,979,157);
BTset(1096,979,144);
BTset(1097,979,144);
BTset(1098,979,144);
BTset(1099,979,144);
BTset(1100,979,144);
BTset(1101,979,144);
BTset(1102,979,144);
BTset(1103,979,144);
BTset(1104,979,144);
BTset(1105,979,144);
BTset(1106,979,149);
BTset(1107,979,210);
BTset(1108,979,210);
BTset(1109,979,210);
BTset(1110,979,157);
BTset(1111,979,144);
BTset(1112,979,144);
BTset(1113,979,144);
BTset(1114,979,144);
BTset(1115,979,144);
BTset(1116,979,144);
